NOM_REGION;SUPERFICIE;POPULATION;CODE_REGION;SUPERFICIE
AUVERGNE-RHONE-ALPES;1818.0;204;84;1818.0
AUVERGNE-RHONE-ALPES;561.0;2032;84;561.0
BOURGOGNE-FRANCHE-COMTE;2004.0;1162;27;2004.0
CENTRE-VAL DE LOIRE;2244.0;229;24;2244.0
NORMANDIE;506.0;131;28;506.0
LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;376.0;289;76;376.0
LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;1086.0;279;76;1086.0
CENTRE-VAL DE LOIRE;4538.0;5760;24;4538.0
NORMANDIE;373.0;507;28;373.0
NORMANDIE;676.0;605;28;676.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;398.0;137;75;398.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;920.0;4646;75;920.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;927.0;278;75;927.0
BOURGOGNE-FRANCHE-COMTE;897.0;41;27;897.0
BOURGOGNE-FRANCHE-COMTE;418.0;320;27;418.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;2139.0;2728;44;2139.0
AUVERGNE-RHONE-ALPES;4794.0;145;84;4794.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;898.0;485;75;898.0
LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;182.0;106;76;182.0
CENTRE-VAL DE LOIRE;1072.0;351;24;1072.0
PAYS DE LA LOIRE;2121.0;332;52;2121.0
BOURGOGNE-FRANCHE-COMTE;437.0;306;27;437.0
BOURGOGNE-FRANCHE-COMTE;387.0;110;27;387.0
PAYS DE LA LOIRE;6003.0;4300;52;6003.0
BRETAGNE;2761.0;2897;53;2761.0
AUVERGNE-RHONE-ALPES;1492.0;800;84;1492.0
BOURGOGNE-FRANCHE-COMTE;909.0;178;27;909.0
NORMANDIE;238.0;144;28;238.0
LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;1118.0;918;76;1118.0
AUVERGNE-RHONE-ALPES;1842.0;1213;84;1842.0
PROVENCE-ALPES-COTE D'AZUR;851.0;10896;93;851.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;622.0;1603;44;622.0
AUVERGNE-RHONE-ALPES;1719.0;960;84;1719.0
NORD-PAS-DE-CALAIS-PICARDIE;1360.0;585;32;1360.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;364.0;295;75;364.0
BOURGOGNE-FRANCHE-COMTE;539.0;33;27;539.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;723.0;1172;44;723.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;422.0;480;44;422.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;505.0;210;44;505.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;607.0;223;75;607.0
NORMANDIE;1685.0;1134;28;1685.0
NORD-PAS-DE-CALAIS-PICARDIE;452.0;4974;32;452.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;610.0;132;44;610.0
AUVERGNE-RHONE-ALPES;1117.0;435;84;1117.0
LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;733.0;145;76;733.0
BOURGOGNE-FRANCHE-COMTE;389.0;994;27;389.0
BRETAGNE;1490.0;3442;53;1490.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;1424.0;268;75;1424.0
AUVERGNE-RHONE-ALPES;840.0;582;84;840.0
BRETAGNE;1316.0;1498;53;1316.0
AUVERGNE-RHONE-ALPES;610.0;874;84;610.0
BRETAGNE;986.0;569;53;986.0
NORMANDIE;1217.0;30632;28;1217.0
LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;635.0;332;76;635.0
LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;1139.0;3540;76;1139.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;381.0;60;44;381.0
BRETAGNE;240.0;2938;53;240.0
LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;973.0;46;76;973.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;818.0;513;44;818.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;1599.0;261;44;1599.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;883.0;116;44;883.0
AUVERGNE-RHONE-ALPES;539.0;2843;84;539.0
BOURGOGNE-FRANCHE-COMTE;867.0;302;27;867.0
LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;196.0;91;76;196.0
NORD-PAS-DE-CALAIS-PICARDIE;427.0;278;32;427.0
BOURGOGNE-FRANCHE-COMTE;682.0;183;27;682.0
AUVERGNE-RHONE-ALPES;630.0;38;84;630.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;367.0;60;44;367.0
NORD-PAS-DE-CALAIS-PICARDIE;475.0;894;32;475.0
NORD-PAS-DE-CALAIS-PICARDIE;721.0;124;32;721.0
NORD-PAS-DE-CALAIS-PICARDIE;394.0;83;32;394.0
PAYS DE LA LOIRE;2128.0;1393;52;2128.0
PAYS DE LA LOIRE;957.0;458;52;957.0
NORMANDIE;660.0;369;28;660.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;400.0;402;44;400.0
BRETAGNE;1288.0;376;53;1288.0
BOURGOGNE-FRANCHE-COMTE;297.0;174;27;297.0
AUVERGNE-RHONE-ALPES;586.0;1018;84;586.0
BOURGOGNE-FRANCHE-COMTE;582.0;48;27;582.0
LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;1039.0;119;76;1039.0
LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;309.0;94;76;309.0
AUVERGNE-RHONE-ALPES;1940.0;103;84;1940.0
NORMANDIE;710.0;13674;28;710.0
NORD-PAS-DE-CALAIS-PICARDIE;1616.0;2686;32;1616.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;1154.0;1111;44;1154.0
AUVERGNE-RHONE-ALPES;913.0;665;84;913.0
PROVENCE-ALPES-COTE D'AZUR;1293.0;63;93;1293.0
AUVERGNE-RHONE-ALPES;360.0;41;84;360.0
AUVERGNE-RHONE-ALPES;521.0;407;84;521.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;1749.0;2767;44;1749.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;1176.0;480;75;1176.0
AUVERGNE-RHONE-ALPES;583.0;581;84;583.0
NORD-PAS-DE-CALAIS-PICARDIE;1200.0;529;32;1200.0
LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;652.0;327;76;652.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;989.0;1069;75;989.0
PROVENCE-ALPES-COTE D'AZUR;5059.0;7360;93;5059.0
CENTRE-VAL DE LOIRE;1473.0;257;24;1473.0
BOURGOGNE-FRANCHE-COMTE;1025.0;133;27;1025.0
LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;1078.0;257;76;1078.0
PAYS DE LA LOIRE;2802.0;2363;52;2802.0
AUVERGNE-RHONE-ALPES;389.0;140;84;389.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;1930.0;332;75;1930.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;1572.0;839;75;1572.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;3791.0;2631;75;3791.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;540.0;141;75;540.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;1160.0;818;75;1160.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;1683.0;626;75;1683.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;3877.0;1133;75;3877.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;2225.0;181;75;2225.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;4205.0;509;75;4205.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;2769.0;858;75;2769.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;2560.0;1121;75;2560.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;2077.0;1802;75;2077.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;839.0;107;75;839.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;10625.0;1783;75;10625.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;3566.0;772;75;3566.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;1157.0;108;75;1157.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;1875.0;453;75;1875.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;1821.0;379;75;1821.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;1132.0;320;75;1132.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;2555.0;140;75;2555.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;5060.0;1542;75;5060.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;1341.0;281;75;1341.0
AUVERGNE-RHONE-ALPES;1415.0;26;84;1415.0
AUVERGNE-RHONE-ALPES;2667.0;895;84;2667.0
AUVERGNE-RHONE-ALPES;2438.0;9128;84;2438.0
AUVERGNE-RHONE-ALPES;1731.0;19271;84;1731.0
AUVERGNE-RHONE-ALPES;1476.0;81;84;1476.0
AUVERGNE-RHONE-ALPES;3770.0;226;84;3770.0
AUVERGNE-RHONE-ALPES;1934.0;381;84;1934.0
AUVERGNE-RHONE-ALPES;2585.0;6970;84;2585.0
AUVERGNE-RHONE-ALPES;4945.0;12952;84;4945.0
AUVERGNE-RHONE-ALPES;2433.0;315;84;2433.0
AUVERGNE-RHONE-ALPES;3973.0;2265;84;3973.0
AUVERGNE-RHONE-ALPES;1203.0;87;84;1203.0
AUVERGNE-RHONE-ALPES;1223.0;309;84;1223.0
AUVERGNE-RHONE-ALPES;4054.0;185;84;4054.0
AUVERGNE-RHONE-ALPES;1881.0;702;84;1881.0
AUVERGNE-RHONE-ALPES;1364.0;235;84;1364.0
AUVERGNE-RHONE-ALPES;3537.0;166;84;3537.0
AUVERGNE-RHONE-ALPES;2413.0;5979;84;2413.0
AUVERGNE-RHONE-ALPES;1706.0;305;84;1706.0
LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;1351.0;1154;76;1351.0
LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;1683.0;167;76;1683.0
LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;1661.0;37;76;1661.0
LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;2601.0;234;76;2601.0
LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;1508.0;649;76;1508.0
LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;594.0;409;76;594.0
LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;2204.0;334;76;2204.0
LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;4319.0;4652;76;4319.0
LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;1132.0;173;76;1132.0
LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;2357.0;2223;76;2357.0
LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;810.0;601;76;810.0
LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;1499.0;1408;76;1499.0
LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;2016.0;1629;76;2016.0
LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;3048.0;262;76;3048.0
LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;1375.0;81;76;1375.0
LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;1012.0;200;76;1012.0
AUVERGNE-RHONE-ALPES;1955.0;124;84;1955.0
AUVERGNE-RHONE-ALPES;3647.0;483;84;3647.0
AUVERGNE-RHONE-ALPES;2872.0;2019;84;2872.0
AUVERGNE-RHONE-ALPES;11232.0;243;84;11232.0
AUVERGNE-RHONE-ALPES;1265.0;648;84;1265.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;1817.0;1707;44;1817.0
AUVERGNE-RHONE-ALPES;517.0;150;84;517.0
PROVENCE-ALPES-COTE D'AZUR;2564.0;1752;93;2564.0
AUVERGNE-RHONE-ALPES;684.0;21707;84;684.0
NORMANDIE;307.0;1433;28;307.0
AUVERGNE-RHONE-ALPES;972.0;268;84;972.0
NORD-PAS-DE-CALAIS-PICARDIE;574.0;388;32;574.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;1636.0;242;75;1636.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;1654.0;385;75;1654.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;1209.0;333;75;1209.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;3936.0;607;75;3936.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;1739.0;393;75;1739.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;710.0;109;75;710.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;6805.0;727;75;6805.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;4174.0;668;75;4174.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;2264.0;175;75;2264.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;1582.0;1091;75;1582.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;3318.0;1022;75;3318.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;1586.0;108;75;1586.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;1364.0;633;75;1364.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;2190.0;713;75;2190.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;1039.0;213;75;1039.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;1873.0;1488;75;1873.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;2112.0;1458;75;2112.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;2229.0;308;75;2229.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;3621.0;538;75;3621.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;4972.0;2144;75;4972.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;1313.0;188;75;1313.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;1881.0;413;75;1881.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;1869.0;2447;75;1869.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;5424.0;499;75;5424.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;3428.0;566;75;3428.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;2368.0;843;75;2368.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;2276.0;2565;75;2276.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;3680.0;70;75;3680.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;1559.0;342;75;1559.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;1461.0;753;75;1461.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;1530.0;159;75;1530.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;909.0;114;75;909.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;3142.0;1245;75;3142.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;2226.0;383;75;2226.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;1115.0;507;75;1115.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;4670.0;3500;75;4670.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;4670.0;3500;75;4670.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;3352.0;545;75;3352.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;2645.0;299;75;2645.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;2727.0;776;75;2727.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;2498.0;3994;75;2498.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;3447.0;756;75;3447.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;1443.0;337;75;1443.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;2637.0;385;75;2637.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;2197.0;292;75;2197.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;1896.0;1212;75;1896.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;2555.0;229;75;2555.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;1586.0;504;75;1586.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;896.0;129;75;896.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;1672.0;950;75;1672.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;4870.0;649;75;4870.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;1259.0;3613;75;1259.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;3521.0;223;75;3521.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;2349.0;772;75;2349.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;1229.0;175;75;1229.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;1337.0;4369;75;1337.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;1640.0;713;75;1640.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;1682.0;1507;75;1682.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;4842.0;47411;75;4842.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;4928.0;644;75;4928.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;3129.0;915;75;3129.0
LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;4825.0;1514;76;4825.0
LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;1705.0;113;76;1705.0
LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;2642.0;1527;76;2642.0
LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;888.0;262;76;888.0
LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;937.0;109;76;937.0
LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;2992.0;1053;76;2992.0
LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;1210.0;321;76;1210.0
LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;1357.0;316;76;1357.0
LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;3279.0;5366;76;3279.0
LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;734.0;3413;76;734.0
LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;815.0;9369;76;815.0
LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;803.0;2211;76;803.0
LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;6894.0;165;76;6894.0
LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;2722.0;679;76;2722.0
LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;1744.0;1425;76;1744.0
LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;1376.0;789;76;1376.0
LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;770.0;6548;76;770.0
LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;797.0;440;76;797.0
LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;2789.0;44;76;2789.0
LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;1186.0;215;76;1186.0
LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;684.0;178;76;684.0
LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;3227.0;1258;76;3227.0
LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;840.0;173;76;840.0
LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;2147.0;107;76;2147.0
LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;1753.0;207;76;1753.0
LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;5217.0;858;76;5217.0
LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;1880.0;406;76;1880.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;2248.0;229;75;2248.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;2696.0;1280;75;2696.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;1838.0;519;75;1838.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;5375.0;3794;75;5375.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;1716.0;346;75;1716.0
LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;1061.0;125;76;1061.0
CENTRE-VAL DE LOIRE;2982.0;350;24;2982.0
AUVERGNE-RHONE-ALPES;657.0;2080;84;657.0
AUVERGNE-RHONE-ALPES;1441.0;76;84;1441.0
LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;781.0;269;76;781.0
CENTRE-VAL DE LOIRE;2845.0;251;24;2845.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;803.0;88;44;803.0
PROVENCE-ALPES-COTE D'AZUR;2390.0;181;93;2390.0
BOURGOGNE-FRANCHE-COMTE;791.0;666;27;791.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;411.0;447;75;411.0
PROVENCE-ALPES-COTE D'AZUR;2261.0;114;93;2261.0
PROVENCE-ALPES-COTE D'AZUR;1075.0;17002;93;1075.0
LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;219.0;42;76;219.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;787.0;128;75;787.0
AUVERGNE-RHONE-ALPES;2649.0;2062;84;2649.0
NORD-PAS-DE-CALAIS-PICARDIE;274.0;343;32;274.0
NORMANDIE;1102.0;169;28;1102.0
AUVERGNE-RHONE-ALPES;743.0;412;84;743.0
BOURGOGNE-FRANCHE-COMTE;181.0;316;27;181.0
LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;465.0;138;76;465.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;1270.0;337;75;1270.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;574.0;211;75;574.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;742.0;286;75;742.0
NORMANDIE;998.0;249;28;998.0
BRETAGNE;1197.0;1714;53;1197.0
PAYS DE LA LOIRE;1616.0;390;52;1616.0
PAYS DE LA LOIRE;861.0;524;52;861.0
PAYS DE LA LOIRE;3972.0;1176;52;3972.0
PAYS DE LA LOIRE;2177.0;534;52;2177.0
PAYS DE LA LOIRE;1132.0;182;52;1132.0
CENTRE-VAL DE LOIRE;638.0;358;24;638.0
NORMANDIE;1126.0;283;28;1126.0
PAYS DE LA LOIRE;448.0;83;52;448.0
NORMANDIE;1585.0;733;28;1585.0
ILE-DE-FRANCE;1082.0;239;11;1082.0
ILE-DE-FRANCE;618.0;1073;11;618.0
NORD-PAS-DE-CALAIS-PICARDIE;1190.0;244;32;1190.0
ILE-DE-FRANCE;969.0;4433;11;969.0
CENTRE-VAL DE LOIRE;884.0;160;24;884.0
CENTRE-VAL DE LOIRE;1752.0;674;24;1752.0
CENTRE-VAL DE LOIRE;4442.0;467;24;4442.0
CENTRE-VAL DE LOIRE;1780.0;141;24;1780.0
PAYS DE LA LOIRE;8738.0;2235;52;8738.0
PAYS DE LA LOIRE;1757.0;3440;52;1757.0
PAYS DE LA LOIRE;1366.0;490;52;1366.0
PAYS DE LA LOIRE;917.0;2266;52;917.0
PAYS DE LA LOIRE;943.0;605;52;943.0
PAYS DE LA LOIRE;1592.0;740;52;1592.0
NORMANDIE;1378.0;217;28;1378.0
PAYS DE LA LOIRE;1070.0;980;52;1070.0
NORMANDIE;1077.0;26305;28;1077.0
NORMANDIE;2373.0;1099;28;2373.0
PAYS DE LA LOIRE;4378.0;2607;52;4378.0
NORMANDIE;63.0;762;28;63.0
NORMANDIE;1099.0;232;28;1099.0
CENTRE-VAL DE LOIRE;988.0;94;24;988.0
CENTRE-VAL DE LOIRE;1425.0;1901;24;1425.0
NORMANDIE;1174.0;700;28;1174.0
NORMANDIE;3962.0;1477;28;3962.0
LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;221.0;57;76;221.0
PAYS DE LA LOIRE;790.0;1430;52;790.0
NORD-PAS-DE-CALAIS-PICARDIE;578.0;4186;32;578.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;1364.0;628;75;1364.0
NORD-PAS-DE-CALAIS-PICARDIE;741.0;1758;32;741.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;1012.0;165;75;1012.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;1018.0;143;75;1018.0
BRETAGNE;1609.0;380;53;1609.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;656.0;538;75;656.0
PROVENCE-ALPES-COTE D'AZUR;18759.0;141148;93;18759.0
NORMANDIE;1046.0;1218;28;1046.0
LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;881.0;94;76;881.0
AUVERGNE-RHONE-ALPES;384.0;2584;84;384.0
CENTRE-VAL DE LOIRE;1586.0;712;24;1586.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;2038.0;162;75;2038.0
LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;1250.0;2164;76;1250.0
BOURGOGNE-FRANCHE-COMTE;756.0;65;27;756.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;1017.0;384;75;1017.0
BOURGOGNE-FRANCHE-COMTE;891.0;1173;27;891.0
AUVERGNE-RHONE-ALPES;1668.0;849;84;1668.0
CENTRE-VAL DE LOIRE;687.0;3031;24;687.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;1777.0;1164;75;1777.0
NORMANDIE;721.0;253;28;721.0
PROVENCE-ALPES-COTE D'AZUR;4098.0;452;93;4098.0
BRETAGNE;2704.0;1412;53;2704.0
AUVERGNE-RHONE-ALPES;878.0;633;84;878.0
CENTRE-VAL DE LOIRE;917.0;2569;24;917.0
NORD-PAS-DE-CALAIS-PICARDIE;181.0;104;32;181.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;682.0;309;44;682.0
PAYS DE LA LOIRE;3588.0;6914;52;3588.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;799.0;113;44;799.0
LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;464.0;1270;76;464.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;696.0;215;44;696.0
LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;1880.0;17;76;1880.0
BOURGOGNE-FRANCHE-COMTE;1386.0;770;27;1386.0
BOURGOGNE-FRANCHE-COMTE;644.0;188;27;644.0
BRETAGNE;2889.0;6310;53;2889.0
PROVENCE-ALPES-COTE D'AZUR;1182.0;32;93;1182.0
AUVERGNE-RHONE-ALPES;907.0;445;84;907.0
PAYS DE LA LOIRE;1430.0;1174;52;1430.0
AUVERGNE-RHONE-ALPES;1707.0;69;84;1707.0
LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;3067.0;104;76;3067.0
LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;1213.0;3751;76;1213.0
LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;3937.0;128;76;3937.0
LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;2870.0;1678;76;2870.0
LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;1125.0;48;76;1125.0
LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;9935.0;723;76;9935.0
LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;1933.0;1739;76;1933.0
LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;2347.0;1013;76;2347.0
LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;1562.0;949;76;1562.0
LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;2012.0;109;76;2012.0
LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;1370.0;444;76;1370.0
LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;5965.0;796;76;5965.0
